ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,icao_code,iata_code
DIBU,small_airport,Soko Airport,8.01722,-2.76194,1247,CI,Bondoukou,DIBU,BDK
DIDB,small_airport,Dabou Airport,5.351385,-4.403458,141,CI,Dabou,DIDB,
DIDK,small_airport,Dimbokro Airport,6.65167,-4.64056,344,CI,Dimbokro,DIDK,DIM
DIDL,medium_airport,Daloa Airport,6.79281,-6.47319,823,CI,,DIDL,DJO
DIGA,small_airport,Gagnoa Airport,6.102855,-5.986809,732,CI,Gagnoa,DIGA,GGN
DIGL,small_airport,Guiglo Airport,6.534711,-7.526847,722,CI,Guiglo,DIGL,GGO
DIGN,small_airport,Nero-Mer Airport,4.64341306686,-6.923961639400001,20,CI,Grand-Béréby,DIGN,BBV
DIKO,medium_airport,Korhogo Airport,9.38718,-5.55666,1214,CI,Korhogo,DIKO,HGO
DIMN,medium_airport,Man Airport,7.27207,-7.58736,1089,CI,,DIMN,MJC
DIOD,small_airport,Odienne Airport,9.539457,-7.56134,1365,CI,Odienne,DIOD,KEO
DIOF,small_airport,Ouango Fitini Airport,9.6,-4.05,974,CI,Ouango Fitini,DIOF,OFI
DISG,small_airport,Séguéla Airport,7.96,-6.644167,1056,CI,Séguéla,DISG,SEO
DISP,medium_airport,San Pedro Airport,4.74672,-6.66082,26,CI,,DISP,SPY
DISS,small_airport,Sassandra Airport,4.928888,-6.133156,203,CI,Sassandra,DISS,ZSS
DITB,small_airport,Tabou Airport,4.437809467315674,-7.362728118896484,39,CI,Tabou,DITB,TXU
DITM,small_airport,Mahana Airport,8.2934,-7.674,1583,CI,Touba,DITM,TOZ
DIYO,large_airport,Yamoussoukro International Airport,6.90317,-5.36558,699,CI,Yamoussoukro,DIYO,ASK
DK-0010,small_airport,True Gliderfield,56.178925,10.076621,220,DK,Tilst,EKAS,
DMDM,small_airport,Muhammadu Buhari International Cargo Airport,11.94411,11.80845,1250,NG,Kanguwol,DMDM,
DN55,small_airport,Eket Airport,4.642841,7.949139,47,NG,Eket,DNEK,
DN56,small_airport,Escravos Airport,5.61673,5.188485,10,NG,Escravos,DNES,
DN57,medium_airport,Umaru Musa Yar'adua Airport,13.0078,7.66045,1660,NG,Katsina,DNKT,DKA
DNAA,large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123,NG,Abuja,DNAA,ABV
DNAI,medium_airport,Akwa Ibom International Airport,4.8725,8.093,170,NG,Uyo,DNAI,QUO
DNAK,medium_airport,Akure Airport,7.246739864349365,5.3010101318359375,1100,NG,Akure,DNAK,AKR
DNAN,small_airport,Chinua Achebe International Airport,6.267167,6.871333,210,NG,Umuleri,DNAN,
DNAS,large_airport,Asaba International Airport,6.204167,6.665278,305,NG,Asaba,DNAS,ABB
DNBB,small_airport,Bebi Airport,6.6215,9.319001,919,NG,Bayaluga,DNBB,
DNBC,large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,10.482833,9.744,1965,NG,Bauchi,DNBC,BCU
DNBE,medium_airport,Benin Airport,6.316979885101318,5.5995001792907715,258,NG,Benin,DNBE,BNI
DNBI,small_airport,Bida Airport,9.102856,6.01475,450,NG,Bida,DNBI,
DNBY,medium_airport,Bayelsa International Airport,4.95759,6.203327,67,NG,Yenagoa,DNBY,
DNCA,medium_airport,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758,210,NG,Calabar,DNCA,CBQ
DNDS,small_airport,Dutse International Airport,11.795131,9.301164,1365,NG,Dutse,DNDS,
DNEN,large_airport,Akanu Ibiam International Airport,6.473718,7.560463,466,NG,Enegu,DNEN,ENU
DNFB,small_airport,Finima Bonny Airport,4.40481,7.180867,,NG,Finima,DNFB,
DNFD,small_airport,Forçados Terminal Airport,5.355,5.349002,11,NG,Forçados,DNFD,
DNGO,medium_airport,Gombe Lawanti International Airport,10.298889,10.9,1590,NG,Gombe,DNGO,GMO
DNGU,medium_airport,Gusau Airport,12.17286,6.696136,1520,NG,Gusau,DNGU,
DNIB,medium_airport,Ibadan Airport,7.362460136413574,3.97832989692688,725,NG,Ibadan,DNIB,IBA
DNIL,large_airport,General Tunde Idiagbon International Airport,8.44021,4.49392,1126,NG,Ilorin/Ogbomosho,DNIL,ILR
DNIM,medium_airport,Sam Mbakwe International Cargo Airport,5.42706,7.20603,373,NG,Owerri,DNIM,QOW
DNJA,small_airport,Jalingo Airport,8.901997,11.283454,685,NG,Jalingo,DNJA,
DNJO,medium_airport,Yakubu Gowon Airport,9.639829635620117,8.869050025939941,4232,NG,Jos,DNJO,JOS
DNKA,large_airport,Kaduna International Airport,10.696,7.32011,2073,NG,Kaduna,DNKA,KAD
DNKN,large_airport,Mallam Aminu Kano International Airport,12.045613,8.523566,1562,NG,Kano,DNKN,KAN
DNMA,large_airport,Maiduguri International Airport,11.854163,13.080702,1099,NG,Maiduguri,DNMA,MIU
DNMK,medium_airport,Makurdi Airport,7.70388,8.61394,371,NG,Makurdi,DNMK,MDI
DNMM,large_airport,Murtala Muhammed International Airport,6.57737,3.32116,135,NG,Lagos,DNMM,LOS
DNMN,medium_airport,Minna Airport,9.652170181274414,6.462259769439697,834,NG,Minna,DNMN,MXJ
DNPO,large_airport,Port Harcourt International Airport,5.01549,6.94959,87,NG,Port Harcourt,DNPO,PHC
DNSO,large_airport,Sadiq Abubakar III International Airport,12.915729,5.207547,1010,NG,Sokoto,DNSO,SKO
DNSU,medium_airport,Warri Airport,5.59821,5.8187,242,NG,Okpe,DNSU,QRW
DNYO,medium_airport,Yola Airport,9.257550239562988,12.430399894714355,599,NG,Yola,DNYO,YOL
DNZA,medium_airport,Zaria Airport,11.1302,7.68581,2170,NG,Zaria,DNZA,ZAR
DRRA,small_airport,Tessaoua Airport,13.756598,8.020477,1358,NE,Tessaoua,DRRA,
DRRC,small_airport,Dogondoutchi Airport,13.663003,4.099674,961,NE,Dogondoutchi,DRRC,
DRRD,small_airport,Dosso Airport,13.049743,3.223241,738,NE,Dosso,DRRD,
DRRE,small_airport,Tera Airport,13.953047,0.7403,850,NE,Tera,DRRE,
DRRG,small_airport,Gaya Airport,11.890026,3.428024,662,NE,Gaya,DRRG,
DRRM,medium_airport,Maradi Airport,13.5025,7.12675,1240,NE,Maradi,DRRM,MFQ
DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,732,NE,Niamey,DRRN,NIM
DRRP,small_airport,La Tapoa Airport,12.484498,2.398452,722,NE,La Tapoa,DRRP,
DRRT,medium_airport,Tahoua Airport,14.8757,5.26536,1266,NE,Tahoua,DRRT,THZ
DRRU,small_airport,Ouallam Airport,14.355556,2.069444,892,NE,Ouallam,DRRU,
DRZA,medium_airport,Mano Dayak International Airport,16.966,8.00011,1657,NE,Agadez,DRZA,AJY
DRZD,small_airport,Dirkou Airport,18.963931,12.864132,1273,NE,Dirkou,DRZD,
DRZF,small_airport,Diffa Airport,13.3729,12.6267,994,NE,Diffa,DRZF,
DRZG,small_airport,Goure Airport,13.890296,10.177106,1378,NE,Goure,DRZG,
DRZI,small_airport,Iferouane Airport,19.066198,8.41496,2162,NE,Iferouane,DRZI,
DRZL,small_airport,Arlit Airport,18.7903995514,7.36595010757,1443,NE,Arlit,DRZL,RLT
DRZM,small_airport,Maine-Soroa Airport,13.2055,12.0323,944,NE,Maine-Soroa,DRZM,
DRZR,medium_airport,Zinder Airport,13.779000282287598,8.983759880065918,1516,NE,Zinder,DRZR,ZND
DTKA,medium_airport,Tabarka-Aïn Draham International Airport,36.98,8.87694,230,TN,Tabarka,DTKA,TBJ
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,9,TN,Monastir,DTMB,MIR
DTNH,medium_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,TN,Enfidha,DTNH,NBE
DTTA,large_airport,Tunis Carthage International Airport,36.851002,10.2272,22,TN,Tunis,DTTA,TUN
DTTB,medium_airport,Bizerte Sidi Ahmed Air Base,37.242356,9.787016,20,TN,Borj Challouf,DTTB,
DTTD,medium_airport,Remada Air Base,32.306198,10.3821,1004,TN,Remada,DTTD,
DTTF,medium_airport,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,1060,TN,Gafsa,DTTF,GAF
DTTG,medium_airport,Gabès Matmata International Airport,33.733691,9.91941,407,TN,Gabès,DTTG,GAE
DTTI,small_airport,Borj El Amri Airport,36.721298,9.94315,110,TN,Burj al Hafsiyah,DTTI,
DTTJ,large_airport,Djerba Zarzis International Airport,33.873719,10.7773,19,TN,Mellita,DTTJ,DJE
DTTR,medium_airport,El Borma Airport,31.7043,9.25462,827,TN,El Borma,DTTR,EBM
DTTX,medium_airport,Sfax Thyna International Airport,34.717999,10.691,85,TN,Sfax,DTTX,SFA
DTTZ,medium_airport,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,287,TN,Tozeur,DTTZ,TOE
DXAK,small_airport,Akpaka Airport,7.583,1.117,689,TG,Atakpamé,DXAK,
DXDP,small_airport,Djangou Airport,10.800417,0.242372,886,TG,Dapaong,DXDP,
DXKP,small_airport,Kolokope Airport,7.803451,1.295966,591,TG,Anié,DXKP,
DXMG,small_airport,Sansanné-Mango Airport,10.373011,0.471382,460,TG,Mango,DXMG,
DXNG,large_airport,Niamtougou International Airport,9.766675,1.090944,1515,TG,Niamtougou,DXNG,LRL
DXSK,small_airport,Sokodé Airport,8.994275,1.153004,1214,TG,Sokodé,DXSK,
DXXX,large_airport,Lomé–Tokoin International Airport,6.16561,1.25451,72,TG,Lomé,DXXX,LFW
DZ-0046,small_airport,Tin Fouye Tabankort Airport,28.43879,7.55191,1562,DZ,Bordj Omar Driss,DAEF,
EBAM,small_airport,Amougies Airfield,50.740101,3.4849,49,BE,Mont-de-l'Enclus,EBAM,
EBAR,small_airport,Arlon-Sterpenich Ultralight Airfield,49.661981,5.885953,1138,BE,Arlon,EBAR,
EBAV,small_airport,Avernas-le-Bauduin Ultralight Airfield,50.706147,5.067739,394,BE,Hannut,EBAV,
EBAW,medium_airport,Antwerp International Airport (Deurne),51.190667,4.463153,39,BE,Antwerp,EBAW,ANR
EBBE,medium_airport,Beauvechain Air Base,50.758598,4.76833,370,BE,Beauvechain,EBBE,
EBBN,small_airport,Büllingen Airfield,50.415001,6.27639,2067,BE,Büllingen,EBBN,
EBBR,large_airport,Brussels Airport,50.901402,4.48444,175,BE,Zaventem,EBBR,BRU
EBBT,small_airport,Brasschaat Airfield,51.34259,4.503451,76,BE,Brasschaat,EBBT,
EBBX,small_airport,Jehonville Air Base,49.891483,5.227405,1514,BE,Bertrix,EBBX,
EBBY,small_airport,Baisy-Thy Ultralight Airfield,50.56814,4.435219,525,BE,Genappe,EBBY,
EBBZ,small_airport,Buzet Aerodrome,50.542335,4.382472,522,BE,Pont-à-Celles,EBBZ,
EBCF,small_airport,Cerfontaine Airfield,50.152802,4.38722,955,BE,Cerfontaine,EBCF,
EBCI,large_airport,Brussels South Charleroi Airport,50.461963,4.459562,614,BE,Charleroi,EBCI,CRL
EBCV,medium_airport,Chièvres Air Base,50.575802,3.831,194,BE,Chièvres,EBCV,
EBDT,small_airport,Schaffen Airfield,51.004032,5.064697,100,BE,Diest,EBDT,
EBFN,medium_airport,Koksijde Air Base,51.090302,2.65278,20,BE,Koksijde,EBFN,
EBGB,small_airport,Grimbergen Airfield,50.948546,4.39181,70,BE,Grimbergen,EBGB,
EBGG,small_airport,Overboelare Airfield,50.7556,3.86389,56,BE,Geraardsbergen,EBGG,
EBHN,small_airport,Hoevenen Airfield,51.306099,4.38722,10,BE,Hoevenen,EBHN,
EBKH,small_airport,Balen-Keiheuvel Airfield,51.180957,5.221124,131,BE,Balen,EBKH,
EBKT,medium_airport,Kortrijk-Wevelgem International Airport,50.818878,3.209551,55,BE,Wevelgem,EBKT,KJK
EBLE,small_airport,Leopoldsburg Airfield,51.12,5.307222,207,BE,Leopoldsburg,EBLE,
EBLG,medium_airport,Liège Airport,50.638574,5.443897,659,BE,Grâce-Hollogne,EBLG,LGG
EBMB,small_airport,Melsbroek Air Base,50.913419,4.491005,184,BE,Steenokkerzeel,EBMB,
EBNM,small_airport,Namur-Suarlée Airfield,50.489705,4.769697,594,BE,Namur,EBNM,
EBOS,large_airport,Ostend-Bruges International Airport,51.1998,2.874673,13,BE,Oostende,EBOS,OST
EBSG,small_airport,Saint-Ghislain Airfield,50.458009,3.821,75,BE,Saint Ghislain,EBSG,
EBSH,small_airport,Saint Hubert Airfield,50.0359,5.40425,1930,BE,Saint Hubert,EBSH,
EBSP,small_airport,Spa-La Sauvenière Airfield,50.482006,5.913434,1581,BE,Spa,EBSP,
EBTN,small_airport,Goetsenhoven Airfield,50.7817,4.95778,246,BE,Tienen,EBTN,
EBTX,small_airport,Theux (Verviers) Airfield,50.551099,5.853996,1099,BE,Verviers,EBTX,
EBTY,small_airport,Maubray Airfield,50.531639,3.496185,161,BE,Péruwelz,EBTY,
EBZH,small_airport,Kiewit Airfield Hasselt,50.970375,5.375331,141,BE,Hasselt,EBZH,
EBZR,small_airport,Oostmalle Airfield,51.269092,4.762428,53,BE,Zoersel,EBZR,OBL
EBZW,small_airport,Genk Zwartberg Airfield,51.0154,5.52647,278,BE,Genk,EBZW,
EC-0014,small_airport,Macuma Airstrip,-2.145775,-77.700306,2300,EC,Macuma,SEAK,
EC-0024,small_airport,Sharamentza Airstrip,-2.463387,-76.992629,997,EC,Sharamentza,SEAW,
EC-0026,small_airport,Achuar Airstrip,-2.023662,-77.468825,1450,EC,Achuar,SEAT,
EC-0036,small_airport,Ana María Airport,-0.96115,-79.4162,236,EC,La Esperanza,SEAN,
EC-0056,small_airport,Aguayo Airport,-2.928941,-80.075941,10,EC,Aguayo,SEAA,
EDAB,small_airport,Bautzen Airfield,51.193611,14.519722,568,DE,Kubschütz,EDAB,
EDAC,medium_airport,Leipzig–Altenburg Airport,50.981945,12.506389,640,DE,Nobitz,EDAC,AOC
EDAD,small_airport,Dessau Airfield,51.8318,12.184011,187,DE,Dessau-Roßlau,EDAD,
EDAE,small_airport,Eisenhüttenstadt Airfield,52.197199,14.585696,149,DE,Siehdichum,EDAE,
EDAG,small_airport,Großrückerswalde Airfield,50.644169,13.126389,2198,DE,Großrückerswalde,EDAG,
EDAH,medium_airport,Heringsdorf Airport,53.8787,14.1523,94,DE,Zirchow,EDAH,HDF
EDAI,small_airport,Sonderlandeplatz Segeletz,52.826668,12.541944,140,DE,Neustadt,EDAI,
EDAJ,small_airport,Gera-Leumnitz Airfield,50.881668,12.135833,1015,DE,Gera,EDAJ,
EDAK,small_airport,Großenhain Airfield,51.308056,13.555556,417,DE,Großenhain,EDAK,
EDAM,small_airport,Merseburg Airfield,51.362564,11.94113,340,DE,Merseburg,EDAM,
EDAN,small_airport,Neustadt-Glewe Airfield,53.362444,11.613764,115,DE,Neustadt-Glewe,EDAN,
EDAO,small_airport,Nordhausen Airfield,51.493475,10.837562,689,DE,Nordhausen,EDAO,
EDAP,small_airport,Cottbus-Neuhausen Airfield,51.684723,14.423056,279,DE,Neuhausen/Spree,EDAP,
EDAQ,small_airport,Halle-Oppin Airfield,51.552223,12.053889,350,DE,Landsberg,EDAQ,
EDAR,small_airport,Pirna-Pratzschwitz Airfield,50.979603,13.908445,402,DE,Pirna,EDAR,
EDAS,small_airport,Finsterwalde-Heinrichsruh Airfield,51.634641,13.67505,384,DE,Finsterwalde,EDAS,
EDAT,small_airport,Nardt Airfield,51.451111,14.199444,382,DE,Hoyerswerda,EDAT,
EDAU,small_airport,Riesa-Göhlis Airport,51.29361,13.356111,322,DE,Riesa,EDAU,IES
EDAV,small_airport,Eberswalde-Finow Airfield,52.826313,13.701324,116,DE,Eberswalde,EDAV,
EDAW,small_airport,Roitzschjora Airfield,51.577778,12.494444,289,DE,Roitzschjora,EDAW,
EDAX,small_airport,Müritz Airpark,53.306389,12.752222,220,DE,Lärz,EDAX,REB
EDAY,small_airport,Strausberg Airfield,52.580555,13.916667,262,DE,Strausberg,EDAY,
EDAZ,small_airport,Schönhagen Airfield,52.204631,13.159526,152,DE,Trebbin,EDAZ,
EDBA,small_airport,Arnstadt-Alkersleben Airfield,50.841873,11.069934,1145,DE,Osthausen-Wülfershausen,EDBA,
EDBC,small_airport,Cochstedt Airport,51.8564,11.4203,599,DE,Hecklingen,EDBC,CSO
EDBE,small_airport,Brandenburg-Mühlenfeld Airfield,52.4375,12.59,100,DE,Brandenburg an der Havel,EDBE,
EDBF,small_airport,Fehrbellin Airfield,52.793493,12.760324,135,DE,Fehrbellin,EDBF,
EDBG,small_airport,Burg Airfield,52.241772,11.85619,173,DE,Burg bei Magdeburg,EDBG,
EDBH,small_airport,Stralsund-Barth Airport,54.338253,12.710515,23,DE,Barth,EDBH,BBH
EDBI,small_airport,Zwickau Airfield,50.701668,12.453889,1050,DE,Zwickau,EDBI,
EDBJ,small_airport,Jena-Schöngleina Airfield,50.915345,11.714201,1228,DE,Schöngleina,EDBJ,
EDBK,small_airport,Kyritz Airfield,52.918888,12.425278,130,DE,Kyritz,EDBK,
EDBL,small_airport,Laucha Airfield,51.245834,11.693333,738,DE,Laucha an der Unstrut,EDBL,
EDBM,small_airport,Magdeburg City Airfield,52.073612,11.626389,268,DE,Magdeburg,EDBM,
EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,53.6022,13.306,228,DE,Trollenhagen,EDBN,FNB
EDBO,small_airport,Oehna Airfield,51.899734,13.052809,287,DE,Niedergörsdorf,EDBO,
EDBP,small_airport,Pinnow Airfield,53.615276,11.561111,144,DE,Pinnow,EDBP,
EDBQ,small_airport,Bronkow Airfield,51.672075,13.960104,423,DE,Luckaitztal,EDBQ,
EDBR,medium_airport,Rothenburg/Görlitz Airfield,51.363335,14.95,515,DE,Rothenburg/Oberlausitz,EDBR,
EDBS,small_airport,Sömmerda-Dermsdorf Airfield,51.198414,11.191764,451,DE,Kölleda,EDBS,
EDBT,small_airport,Allstedt Airfield,51.380554,11.446667,932,DE,Allstedt,EDBT,
EDBU,small_airport,Pritzwalk-Sommersberg Airfield,53.180019,12.184553,289,DE,Pritzwalk,EDBU,
EDBV,small_airport,Stralsund Airfield,54.335835,13.043333,49,DE,Stralsund,EDBV,
EDBW,small_airport,Werneuchen Airfield,52.631668,13.766944,262,DE,Werneuchen,EDBW,
EDBY,small_airport,Schmoldow Airfield,53.972761,13.343377,105,DE,Bandelin,EDBY,
EDBZ,small_airport,Schwarzheide/Schipkau Airfield,51.491929,13.879366,331,DE,Schwarzheide,EDBZ,
EDCA,small_airport,Anklam Otto Lilienthal Airfield,53.832801,13.668607,16,DE,Anklam,EDCA,
EDCE,small_airport,Müncheberg-Eggersdorf Airfield,52.482791,14.090738,223,DE,Müncheberg,EDCE,
EDCG,small_airport,Rügen Airport,54.38347,13.325542,69,DE,Dreschvitz,EDCG,GTI
EDCH,small_airport,Sprossen (Zeitz) Airfield,51.043407,12.231895,673,DE,Zeitz,EDCH,
EDCI,small_airport,Klix Airfield,51.271819,14.505708,486,DE,Großdubrau,EDCI,
EDCJ,small_airport,Chemnitz/Jahnsdorf Airfield,50.747501,12.8375,1198,DE,Jahnsdorf,EDCJ,
EDCK,small_airport,Köthen Airport,51.723745,11.948826,305,DE,Köthen (Anhalt),EDCK,KOQ
EDCL,small_airport,Klietz-Scharlibbe Airfield,52.709442,12.073333,95,DE,Klietz,EDCL,
EDCM,small_airport,Kamenz Airfield,51.296944,14.1275,495,DE,Kamenz,EDCM,
EDCO,small_airport,Obermehler-Schlotheim Airfield,51.267776,10.634722,909,DE,Nottertal-Heilinger Höhen,EDCO,
EDCP,small_airport,Peenemünde Airport,54.15778,13.774444,7,DE,Peenemünde,EDCP,PEF
EDCQ,small_airport,Aschersleben Airfield,51.766945,11.498333,525,DE,Aschersleben,EDCQ,
EDCR,small_airport,Rerik-Zweedorf Airfield,54.081944,11.649167,30,DE,Bastorf,EDCR,
EDCS,small_airport,Saarmund Airfield,52.308334,13.100556,174,DE,Nuthetal,EDCS,
EDDB,large_airport,Berlin Brandenburg Airport,52.361738,13.502341,157,DE,Berlin,EDDB,BER
EDDC,large_airport,Dresden Airport,51.134123,13.767831,755,DE,Dresden,EDDC,DRS
EDDE,large_airport,Erfurt-Weimar Airport,50.978281,10.960713,1036,DE,Erfurt,EDDE,ERF
EDDF,large_airport,Frankfurt Main Airport,50.026706,8.55835,364,DE,Frankfurt am Main,EDDF,FRA
EDDG,large_airport,Münster Osnabrück Airport,52.133816,7.688482,160,DE,Greven,EDDG,FMO
EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53,DE,Hamburg,EDDH,HAM
EDDK,large_airport,Cologne Bonn Airport,50.865898,7.14274,302,DE,Köln (Cologne),EDDK,CGN
EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147,DE,Düsseldorf,EDDL,DUS
EDDM,large_airport,Munich Airport,48.353802,11.7861,1487,DE,Munich,EDDM,MUC
EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046,DE,Nuremberg,EDDN,NUE
EDDP,large_airport,Leipzig/Halle Airport,51.420657,12.232705,465,DE,Schkeuditz,EDDP,LEJ
EDDR,medium_airport,Saarbrücken Airport,49.214545,7.109735,1058,DE,Saarbrücken,EDDR,SCN
EDDS,large_airport,Stuttgart Airport,48.689899,9.22196,1276,DE,Stuttgart,EDDS,STR
EDDV,large_airport,Hannover Airport,52.461102,9.68508,183,DE,Hannover,EDDV,HAJ
EDDW,large_airport,Bremen Airport,53.046786,8.78932,14,DE,Bremen,EDDW,BRE
EDEL,small_airport,Langenlonsheim Airfield,49.908333,7.907778,295,DE,Langenlonsheim,EDEL,
EDEP,small_airport,Heppenheim Glider Field,49.621944,8.624444,361,DE,Heppenheim,EDEP,
EDFA,small_airport,Anspach-Taunus Airfield,50.288334,8.533889,1102,DE,Wehrheim,EDFA,
EDFE,medium_airport,Frankfurt-Egelsbach Airport,49.96,8.643043,384,DE,Egelsbach,EDFE,
EDFH,large_airport,Frankfurt-Hahn Airport,49.946353,7.261734,1649,DE,Frankfurt am Main (Lautzenhausen),EDFH,HHN
EDFK,small_airport,Bad Kissingen Airfield,50.210556,10.068889,653,DE,Bad Kissingen,EDFK,
EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,308,DE,Mannheim,EDFM,MHG
EDFP,small_airport,Ober-Mörlen Airfield,50.3622,8.71164,822,DE,Ober-Mörlen,EDFP,
EDFQ,small_airport,Allendorf-Eder Airfield,51.035268,8.681002,1158,DE,Allendorf (Eder),EDFQ,
EDFR,small_airport,Rothenburg ob der Tauber Airfield,49.388941,10.218564,1309,DE,Rothenburg ob der Tauber,EDFR,
EDFV,small_airport,Worms Airfield,49.606945,8.368333,295,DE,Worms,EDFV,
EDFZ,medium_airport,Mainz-Finthen Airfield,49.967499,8.147222,760,DE,Mainz,EDFZ,
EDGE,medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,1112,DE,Hörselberg-Hainich,EDGE,EIB
EDGS,medium_airport,Siegerland Airport,50.707699,8.08297,1966,DE,Burbach,EDGS,SGE
EDGZ,small_airport,Weinheim/Bergstraße Airfield,49.566763,8.61145,318,DE,Weinheim,EDGZ,
EDHB,small_airport,Grube Airfield,54.244446,11.024722,7,DE,Grube,EDHB,
EDHE,small_airport,Uetersen-Heist Airfield,53.645477,9.703503,23,DE,Heist,EDHE,
EDHI,medium_airport,Hamburg-Finkenwerder Airport,53.535278,9.835556,23,DE,Hamburg,EDHI,XFW
EDHK,medium_airport,Kiel-Holtenau Airport,54.37957,10.145266,102,DE,Kiel,EDHK,KEL
EDHL,medium_airport,Lübeck Blankensee Airport,53.805401,10.7192,53,DE,Lübeck,EDHL,LBC
EDHN,small_airport,Neumünster Airport,54.079445,9.941389,72,DE,Neumünster,EDHN,EUM
EDHO,small_airport,Ahrenlohe Airfield,53.70031,9.742119,33,DE,Tornesch,EDHO,
EDHS,small_airport,Stade Airfield,53.561111,9.499167,63,DE,Stade,EDHS,
EDJA,large_airport,Memmingen Allgau Airport,47.988092,10.238248,2077,DE,Memmingen,EDJA,FMM
EDKA,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623,DE,Aachen,EDKA,AAH
EDKL,small_airport,Leverkusen Airfield,51.015278,7.005556,157,DE,Leverkusen,EDKL,
EDKN,small_airport,Wipperfürth-Neye Airfield,51.124168,7.373611,863,DE,Wipperfürth,EDKN,
EDKV,small_airport,Dahlemer Binz Airfield,50.40611,6.530256,1896,DE,Dahlhem,EDKV,
EDLD,small_airport,Dinslaken-Schwarze Heide Airfield,51.616018,6.861262,217,DE,Hünxe,EDLD,
EDLE,small_airport,Essen-Mülheim Airport,51.402302,6.93733,424,DE,Essen,EDLE,ESS
EDLI,medium_airport,Bielefeld Airport,51.964722,8.544444,454,DE,Bielefeld,EDLI,BFE
EDLK,small_airport,Krefeld-Egelsberg Airfield,51.384998,6.587778,141,DE,Krefeld,EDLK,
EDLN,medium_airport,Mönchengladbach Airport,51.230278,6.504444,125,DE,Mönchengladbach,EDLN,MGL
EDLP,large_airport,Paderborn Lippstadt Airport,51.612527,8.617459,699,DE,Büren,EDLP,PAD
EDLS,small_airport,Stadtlohn-Vreden Airfield,51.995834,6.840556,157,DE,Stadtlohn,EDLS,
EDLU,small_airport,Oelde Bergeler Airfield,51.830601,8.17472,269,DE,,EDLU,
EDLV,large_airport,Weeze (Niederrhein) Airport,51.601362,6.141228,106,DE,Weeze,EDLV,NRN
EDLW,large_airport,Dortmund Airport,51.518299,7.61224,425,DE,Dortmund,EDLW,DTM
EDMA,medium_airport,Augsburg Airport,48.425278,10.931667,1516,DE,Augsburg,EDMA,AGB
EDML,medium_airport,Landshut Airfield,48.512019,12.034865,1312,DE,Landshut,EDML,
EDMN,small_airport,Mindelheim-Mattsies Airfield,48.106945,10.525,1857,DE,Tussenhausen,EDMN,
EDMO,medium_airport,Oberpfaffenhofen Airport,48.081402,11.2831,1947,DE,Weßling,EDMO,OBF
