ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,icao_code,iata_code
KVPZ,medium_airport,Porter County Municipal Airport,41.45399857,-87.00710297,770,US,Valparaiso,KVPZ,VPZ
KVQQ,medium_airport,Cecil Airport,30.2187,-81.876701,81,US,Jacksonville,KVQQ,VQQ
KVRB,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,24,US,Vero Beach,KVRB,VRB
KVSF,small_airport,Hartness State Airport,43.343601,-72.517303,577,US,North Springfield,KVSF,VSF
KVTN,medium_airport,Miller Field,42.856211,-100.549192,2596,US,Valentine,KVTN,VTN
KVYS,small_airport,Illinois Valley Regional Airport Walter A Duncan Field,41.351898,-89.153099,654,US,Peru,KVYS,VYS
KWAL,small_airport,Wallops Flight Facility Airport,37.940813,-75.462255,40,US,Wallops Island,KWAL,WAL
KWAY,small_airport,Greene County Airport,39.90112,-80.130733,1069,US,Waynesburg,KWAY,WAY
KWBW,small_airport,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,545,US,Wilkes-Barre,KWBW,WBW
KWDG,small_airport,Enid Woodring Regional Airport,36.3791999817,-97.7910995483,1167,US,Enid,KWDG,WDG
KWDR,small_airport,Barrow County Airport,33.98289871,-83.66739655,943,US,Winder,KWDR,WDR
KWEA,small_airport,Parker County Airport,32.7463,-97.682404,990,US,Weatherford,KWEA,WEA
KWHP,small_airport,Whiteman Airport,34.2593,-118.413002,1003,US,Pacoima,KWHP,WHP
KWJF,medium_airport,General William J Fox Airfield,34.7411,-118.219002,2351,US,Lancaster,KWJF,WJF
KWLD,small_airport,Strother Field,37.168598,-97.037598,1160,US,Winfield / Arkansas City,KWLD,WLD
KWLW,small_airport,Willows Glenn County Airport,39.51639938,-122.2180023,141,US,Willows,KWLW,WLW
KWMC,medium_airport,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308,US,Winnemucca,KWMC,WMC
KWRB,medium_airport,Robins Air Force Base,32.640099,-83.591904,294,US,Warner Robins,KWRB,WRB
KWRI,medium_airport,Mc Guire Air Force Base,40.0155983,-74.59169769,131,US,Wrightstown,KWRI,WRI
KWRL,medium_airport,Worland Municipal Airport,43.965698,-107.950996,4227,US,Worland,KWRL,WRL
KWST,medium_airport,Westerly State Airport,41.349602,-71.803398,81,US,Westerly,KWST,WST
KWVI,small_airport,Watsonville Municipal Airport,36.9356994629,-121.790000916,163,US,Watsonville,KWVI,WVI
KWVL,small_airport,Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624,333,US,Waterville,KWVL,WVL
KWWD,medium_airport,Cape May County Airport,39.008499145500004,-74.9083023071,23,US,Wildwood,KWWD,WWD
KWWR,medium_airport,West Woodward Airport,36.438,-99.5226667,2189,US,Woodward,KWWR,WWR
KWY,medium_airport,Kiwayu Airport,-1.960644,41.297156,21,KE,Kiwayu,HKWY,KWY
KWYS,medium_airport,Yellowstone Airport,44.6884,-111.117996,6649,US,West Yellowstone,KWYS,WYS
KXMR,medium_airport,Cape Canaveral SFS Skid Strip,28.4676,-80.566597,10,US,Cocoa Beach,KXMR,
KXNA,medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,1287,US,Fayetteville/Springdale/Rogers,KXNA,XNA
KXWA,medium_airport,Williston Basin International Airport,48.260863,-103.75116,2344,US,Williston,KXWA,XWA
KYIP,medium_airport,Willow Run Airport,42.2379,-83.530403,716,US,Detroit,KYIP,YIP
KYKM,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,US,Yakima,KYKM,YKM
KYKN,medium_airport,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,US,Yankton,KYKN,YKN
KYNG,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,US,Youngstown/Warren,KYNG,YNG
KZPH,small_airport,Zephyrhills Municipal Airport,28.228201,-82.155899,90,US,Zephyrhills,KZPH,ZPH
KZZV,medium_airport,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900,US,Zanesville,KZZV,ZZV
LA-0006,medium_airport,Bokeo International Airport,20.323986,100.165392,1175,LA,Ton Phueng,VLBK,BOR
LAKU,medium_airport,Kukës International Airport,42.035802,20.415955,1120,AL,Kukës,LAKU,KFZ
LAKV,medium_airport,Kuçovë Air Base,40.7719,19.901899,135,AL,Kuçovë,LAKV,
LATI,large_airport,Tirana International Airport Mother Teresa,41.4147,19.7206,126,AL,Rinas,LATI,TIA
LB11,small_airport,Tsalapitsa Airfield,42.188747,24.535716,630,BG,Tsalapitsa,LBTS,
LB13,small_airport,Sofia West Airfield,42.444199,22.9835,2097,BG,Radomir,LBSW,
LBAM,small_airport,Alfa-Metal Airfield,42.948664,25.358928,2026,BG,Gabrovo,LBAM,
LBBA,small_airport,Bahovitsa Airfield,43.206111,24.655556,1280,BG,Bahovitsa,LBBA,
LBBG,large_airport,Burgas Airport,42.569917,27.515173,135,BG,Burgas,LBBG,BOJ
LBBO,small_airport,Bohot Airfield,43.306875,24.691729,1162,BG,Bohot,LBBO,
LBBQ,small_airport,Byala Airfield,43.463484,25.711613,210,BG,Byala,LBBQ,
LBBZ,small_airport,Bazan Airstrip,43.728429,26.119696,579,BG,Bazan,LBBZ,
LBDA,small_airport,Daskal-Atanasovo Airfield,42.321322,25.893692,423,BG,Daskal-Atanasovo,LBDA,
LBDB,small_airport,Dolna Banya Airfield,42.309091,23.820177,1779,BG,Dolna Banya,LBDB,
LBGI,small_airport,Gorski Izvor Airstrip,42.035833,25.408333,164,BG,Gorski Izvor,LBGI,
LBGO,medium_airport,Gorna Oryahovitsa Airport,43.151402,25.7129,285,BG,Gorna Oryahovitsa,LBGO,GOZ
LBGR,small_airport,Grivitsa Airfield,43.414941,24.733714,919,BG,Grivitsa,LBGR,
LBHT,small_airport,Ihtiman Airfield,42.42189,23.767221,2113,BG,Ihtiman,LBHT,
LBKJ,small_airport,Kaynardzha Airfield,43.969999,27.469754,575,BG,Kaynardzha,LBKJ,
LBLS,small_airport,Lesnovo Airfield,42.632465,23.650102,1825,BG,Lesnovo,LBLS,
LBMO,small_airport,Montana Airfield,43.382619,23.263203,778,BG,Montana,LBMO,
LBPD,large_airport,Plovdiv International Airport,42.067799,24.8508,597,BG,Plovdiv,LBPD,PDV
LBPG,medium_airport,Graf Ignatievo Air Base,42.290401,24.714001,190,BG,Graf Ignatievo,LBPG,
LBPL,medium_airport,Dolna Mitropoliya Air Base,43.451771,24.502423,330,BG,Dolna Mitropoliya,LBPL,
LBPR,small_airport,Primorsko Airfield,42.2596,27.703846,14,BG,Primorsko,LBPR,
LBRD,small_airport,Erden Airfield,43.499168,23.304722,617,BG,Erden,LBRD,
LBRS,small_airport,Ruse Airport,43.694801,26.0567,614,BG,Shtraklevo,LBRS,ROU
LBSB,small_airport,Slanchev Bryag (Sunny Beach) Airstrip,42.726582,27.624472,153,BG,Nesebar,LBSB,
LBSF,large_airport,Sofia Airport,42.696357,23.417671,1742,BG,Sofia,LBSF,SOF
LBSZ,small_airport,Stara Zagora Airport,42.376667,25.655,558,BG,Stara Zagora,LBSZ,
LBVR,small_airport,Vratsa Airfield,43.2559,23.5327,935,BG,Vratsa,LBVR,
LBWB,medium_airport,Balchik Airfield,43.423801,28.181299,660,BG,Balchik,LBWB,
LBWN,large_airport,Varna Airport,43.232101,27.8251,230,BG,Varna,LBWN,VAR
LCEN,large_airport,Ercan International Airport,35.153064,33.507352,404,CY,Tymbou (Kirklar),LCEN,ECN
LCGK,medium_airport,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,146,CY,Lefkoniko (Geçitkale),LCGK,GEC
LCLK,large_airport,Larnaca International Airport,34.875099,33.624901,8,CY,Larnaca,LCLK,LCA
LCPH,large_airport,Paphos International Airport,34.717999,32.485699,41,CY,Paphos,LCPH,PFO
LCRA,medium_airport,RAF Akrotiri,34.590401,32.9879,76,CY,Akrotiri,LCRA,AKT
LDDU,large_airport,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,527,HR,Dubrovnik,LDDU,DBV
LDLO,small_airport,Lošinj Airport,44.566985,14.393883,151,HR,Mali Lošinj,LDLO,LSZ
LDOB,small_airport,Vukovar Borovo Recreational Airfield,45.386398,18.962799,289,HR,Vukovar,LDOB,
LDOC,small_airport,Osijek-Čepin Airfield,45.542778,18.631944,299,HR,Osijek,LDOC,
LDOR,small_airport,Slavonski Jelas Airfield,45.156101,17.9881,276,HR,Slavonski,LDOR,
LDOS,medium_airport,Osijek Airport,45.462355,18.811278,290,HR,Osijek(Klisa),LDOS,OSI
LDOV,small_airport,Vinkovci Sopot Airfield,45.251099,18.759199,266,HR,Vinkovci,LDOV,
LDPL,large_airport,Pula Airport,44.893501,13.9222,274,HR,Pula,LDPL,PUY
LDPM,small_airport,Medulin Campanoz Airfield,44.843878,13.904376,171,HR,Medulin,LDPM,
LDPN,small_airport,Unije Airfield,44.6283,14.2411,39,HR,Unije Island,LDPN,
LDPV,small_airport,Vrsar Crljenka Airfield,45.141701,13.6306,121,HR,Vrsar,LDPV,
LDRG,small_airport,Grobničko Polje Airfield,45.379501,14.5038,951,HR,Soboli,LDRG,
LDRI,large_airport,Rijeka Airport,45.216376,14.57085,278,HR,Rijeka(Omišalj),LDRI,RJK
LDRO,small_airport,Otočac Airfield,44.845517,15.288607,1539,HR,Otočac,LDRO,
LDSB,medium_airport,Brač Airport,43.284454,16.678362,1776,HR,Gornji Humac,LDSB,BWK
LDSH,small_airport,Hvar Airfield,43.181702,16.633301,92,HR,Hvar Island,LDSH,
LDSP,large_airport,Split Saint Jerome Airport,43.538898,16.298,79,HR,Split,LDSP,SPU
LDSS,small_airport,Sinj Piket Airfield,43.700298,16.6714,981,HR,Sinj,LDSS,
LDVA,small_airport,Varaždin Airfield,46.294668,16.383222,548,HR,Varaždin,LDVA,
LDVC,small_airport,Čakovec Pribislavec Airfield,46.391899,16.500299,512,HR,Čakovec,LDVC,
LDVD,small_airport,Daruvar Blagorod Airfield,45.559399,17.0331,410,HR,Daruvar,LDVD,
LDVK,small_airport,Koprivnica Danic Airfield,46.2131,16.8372,440,HR,Koprivnica,LDVK,
LDZA,large_airport,Zagreb Franjo Tuđman International Airport,45.742901,16.0688,353,HR,Velika Gorica,LDZA,ZAG
LDZB,small_airport,Buševec Velika Glider Field,45.647499,16.124399,341,HR,Busevec,LDZB,
LDZD,large_airport,Zadar Airport,44.096986,15.353565,289,HR,Zadar,LDZD,ZAD
LDZE,small_airport,Zvekovac Airfield,45.823056,16.5,374,HR,Zvekovac,LDZE,
LDZJ,small_airport,Bjelovar Brezovac Airfield,45.860802,16.8358,430,HR,Brezovac,LDZJ,
LDZL,small_airport,Lučko Airfield,45.766725,15.849709,400,HR,Zagreb,LDZL,
LDZP,small_airport,Zvonimir Rain Glider Airfield,44.699634,15.781688,1979,HR,Korenica,LDZP,
LDZS,small_airport,Sisak Airfield,45.465556,16.486389,305,HR,Prelošćica,LDZS,
LEAB,medium_airport,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,2302,ES,Albacete,LEAB,ABC
LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142,ES,Alicante,LEAL,ALC
LEAM,medium_airport,Almería Airport,36.843899,-2.3701,70,ES,Almería,LEAM,LEI
LEAP,small_airport,Ampuriabrava Airfield,42.260309,3.109619,2,ES,Empuriabrava,LEAP,
LEAS,large_airport,Asturias Airport,43.563599,-6.03462,416,ES,Ranón,LEAS,OVD
LEAX,small_airport,La Axarquía-Leoni Benabu Airfield,36.801666,-4.135556,118,ES,Málaga,LEAX,
LEBA,medium_airport,Córdoba Airport,37.841999,-4.84888,297,ES,Córdoba,LEBA,ODB
LEBB,large_airport,Bilbao Airport,43.301102,-2.91061,138,ES,Bilbao,LEBB,BIO
LEBE,small_airport,Beas de Segura Airfield,38.271949,-2.952914,1780,ES,Jaén,LEBE,
LEBG,medium_airport,Burgos Airport,42.357601,-3.62076,2962,ES,Burgos,LEBG,RGS
LEBL,large_airport,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,12,ES,Barcelona,LEBL,BCN
LEBZ,medium_airport,Badajoz Airport,38.8913,-6.82133,609,ES,Badajoz,LEBZ,BJZ
LECA,small_airport,La Nava - Corral De Ayllón Airfield,41.410801,-3.44833,3280,ES,Corral de Ayllón,LECA,
LECH,medium_airport,Castellón-Costa Azahar Airport,40.213889,0.073333,1182,ES,Castellón de la Plana,LECH,CDT
LECI,small_airport,Santa Cilia de Jaca Airfield,42.569199,-0.727778,2241,ES,Huesca,LECI,
LECN,small_airport,Castellon de la Plana Aerodrome,39.99836,0.026355,20,ES,Castellón de la Plana,LECN,
LECO,medium_airport,A Coruña Airport,43.302101,-8.37726,326,ES,Culleredo,LECO,LCG
LECT,small_airport,El Castaño Airfield,39.013604,-4.387141,2116,ES,Luciana,LECT,
LECU,medium_airport,Madrid-Cuatro Vientos Airport,40.370701,-3.78514,2269,ES,Madrid,LECU,
LEDA,medium_airport,Lleida-Alguaire Airport,41.728185,0.535023,1152,ES,Lleida,LEDA,ILD
LEGE,large_airport,Girona-Costa Brava Airport,41.904639,2.761774,468,ES,Girona,LEGE,GRO
LEGR,medium_airport,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,1860,ES,Granada,LEGR,GRX
LEGT,medium_airport,Getafe Air Base,40.294102,-3.72383,2034,ES,Getafe,LEGT,
LEHC,small_airport,Huesca-Pirineos Airport,42.076099,-0.316667,1769,ES,Monflorite/Alcalá del Obispo,LEHC,HSK
LEIB,large_airport,Ibiza Airport,38.872898,1.37312,24,ES,Ibiza (Eivissa),LEIB,IBZ
LEJR,medium_airport,Jerez Airport,36.744598,-6.06011,93,ES,Jerez de la Frontera,LEJR,XRY
LELC,medium_airport,San Javier Airport,37.775002,-0.812389,11,ES,San Javier,LELC,
LELN,medium_airport,León Airport,42.590709,-5.653406,3006,ES,La Virgen del Camino,LELN,LEN
LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249,1998,ES,Madrid,LEMD,MAD
LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53,ES,Málaga,LEMG,AGP
LEMH,large_airport,Menorca Airport,39.862598,4.21865,302,ES,Mahón (Maó),LEMH,MAH
LEMI,large_airport,Region of Murcia International Airport,37.802852,-1.124884,644,ES,Corvera,LEMI,RMU
LEMO,medium_airport,Moron Air Base,37.17490005493164,-5.615940093994141,285,ES,Morón,LEMO,OZP
LEPA,large_airport,Palma de Mallorca Airport,39.551701,2.73881,27,ES,Palma de Mallorca,LEPA,PMI
LEPP,medium_airport,Pamplona Airport,42.77,-1.64633,1504,ES,Pamplona,LEPP,PNA
LERL,medium_airport,Ciudad Real International Airport,38.856479,-3.969944,2120,ES,Ciudad Real,LERL,CQM
LERO,small_airport,Rozas Airfield,43.11598,-7.463635,1444,ES,Lugo,LERO,
LERP,small_airport,Aeródromo de Herrera de Pisuerga,42.5923,-4.2902,2958,ES,Herrera de Pisuerga,LERP,
LERS,large_airport,Reus Airport,41.147509,1.168354,233,ES,Reus,LERS,REU
LERT,medium_airport,Rota Naval Station Airport,36.645198822,-6.34946012497,86,ES,Rota,LERT,ROZ
LESA,medium_airport,Salamanca Airport,40.952099,-5.50199,2595,ES,Salamanca,LESA,SLM
LESB,small_airport,Son Bonet Airfield,39.5989,2.70278,153,ES,Marratxí,LESB,
LESL,small_airport,Sant Lluis Airfield,39.861878,4.251739,197,ES,Sant Lluis,LESL,
LESO,medium_airport,San Sebastián Airport,43.356499,-1.79061,16,ES,Hondarribia,LESO,EAS
LEST,large_airport,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,1213,ES,Santiago de Compostela,LEST,SCQ
LESU,medium_airport,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,2625,ES,La Seu d'Urgell Pyrenees and Andorra,LESU,LEU
LETF,small_airport,Tomás Fernández Espada Airfield,36.871793,-5.648775,328,ES,Villamartin,LETF,
LETL,medium_airport,Teruel Airport,40.410269,-1.217366,3380,ES,Teruel,LETL,TEV
LETO,medium_airport,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808,2026,ES,Madrid,LETO,TOJ
LEVC,large_airport,Valencia Airport,39.489162,-0.480961,240,ES,Valencia,LEVC,VLC
LEVD,medium_airport,Valladolid Airport,41.7061,-4.85194,2776,ES,Valladolid,LEVD,VLL
LEVF,small_airport,Villaframil Airfield,43.552502,-7.08778,80,ES,"Ribadeo, Lugo",LEVF,
LEVT,medium_airport,Vitoria Airport,42.882801,-2.72447,1682,ES,Alava,LEVT,VIT
LEVX,medium_airport,Vigo Airport,42.2318,-8.62677,856,ES,Vigo,LEVX,VGO
LEXJ,medium_airport,Seve Ballesteros-Santander Airport,43.427101,-3.82001,16,ES,Santander,LEXJ,SDR
LEZG,large_airport,Zaragoza Airport,41.666199,-1.04155,863,ES,Zaragoza,LEZG,ZAZ
LEZL,large_airport,Seville Airport,37.417999,-5.89311,112,ES,Seville,LEZL,SVQ
LFAB,small_airport,Dieppe-Saint-Aubin Airport,49.884662,1.08101,344,FR,Saint-Aubin-sur-Scie,LFAB,DPE
LFAC,medium_airport,Calais Marck Airport,50.962101,1.95476,12,FR,Calais,LFAC,CQF
LFAD,small_airport,Compiègne Margny Airfield,49.431242,2.801514,315,FR,Margny-lès-Compiègne,LFAD,
LFAE,small_airport,Eu Mers-Le Tréport Airfield,50.068168,1.424748,328,FR,Eu,LFAE,
LFAF,small_airport,Laon-Chambry Airfield,49.595798,3.63167,256,FR,"Laon, Aisne",LFAF,
LFAG,medium_airport,Péronne Saint-Quentin Airfield,49.868871,3.029566,295,FR,"Monchy-Lagache, Somme",LFAG,
LFAI,small_airport,Nangis-Les Loges Aerodrome,48.596199,3.00679,428,FR,Clos-Fontaine,LFAI,
LFAJ,small_airport,Argentan Airfield,48.709456,0.002856,581,FR,"Argentan, Orne",LFAJ,
LFAK,small_airport,Dunkerque-Les Moëres Airfield,51.039559,2.549129,-3,FR,Ghyvelde,LFAK,
LFAL,small_airport,La Flèche-Thorée-les-Pins Airfield,47.69261,-0.002198,120,FR,"La Flèche, Sarthe",LFAL,
LFAM,small_airport,Berck-sur-Mer Airfield,50.4231,1.59194,30,FR,Berck-sur-Mer,LFAM,
LFAO,small_airport,Bagnoles-Couterne Airfield,48.545799,-0.387444,718,FR,"Rives-d'Andaine, Orne",LFAO,
LFAP,small_airport,Rethel-Perthes Airfield,49.48097,4.363304,410,FR,"Sault-lès-Rethel, Ardennes",LFAP,
LFAQ,small_airport,Albert Bray airport,49.970049,2.693939,364,FR,Albert,LFAQ,BYF
LFAR,small_airport,Montdidier Airfield,49.672118,2.567811,358,FR,Montdidier,LFAR,
LFAS,small_airport,Falaise-Mont d'Eraines Airfield,48.9272,-0.144722,512,FR,"Damblainville, Calvados",LFAS,
LFAT,medium_airport,Le Touquet-Côte d'Opale Airport,50.518284,1.621656,36,FR,Le Touquet-Paris-Plage,LFAT,LTQ
LFAU,small_airport,Aérodrome de Vauville,49.622775,-1.830688,456,FR,La Hague,LFAU,
LFAV,medium_airport,Valenciennes-Denain Airfield,50.327823,3.461061,165,FR,Prouvy,LFAV,
LFAW,small_airport,Villerupt Aerodrome,49.410424,5.889301,1299,FR,"Errouville, Meurthe-et-Moselle",LFAW,
LFAX,small_airport,Mortagne-au-Perche Airfield,48.539157,0.532043,886,FR,"Saint-Hilaire-le-Châtel, Orne",LFAX,
LFAY,medium_airport,Amiens Glisy Airfield,49.873004,2.387074,208,FR,Amiens,LFAY,
LFBA,medium_airport,Agen La Garenne airport,44.174171,0.59309,204,FR,Agen,LFBA,AGF
LFBD,large_airport,Bordeaux–Mérignac Airport,44.82865,-0.715356,162,FR,Bordeaux,LFBD,BOD
LFBE,medium_airport,Bergerac Dordogne-Périgord airport,44.825298,0.518611,171,FR,Bergerac,LFBE,EGC
LFBG,medium_airport,Cognac-Châteaubernard (BA 709) Air Base,45.658298,-0.3175,102,FR,Cognac/Châteaubernard,LFBG,CNG
LFBH,medium_airport,La Rochelle Île de Ré Airport,46.179199,-1.19528,74,FR,La Rochelle,LFBH,LRH
LFBI,medium_airport,Poitiers-Biard Airport,46.5877,0.306666,423,FR,Poitiers/Biard,LFBI,PIS
LFBK,medium_airport,Montluçon-Guéret Airport,46.222599,2.36396,1497,FR,"Lépaud, Creuse",LFBK,MCU
LFBL,medium_airport,Limoges Airport,45.862801,1.17944,1300,FR,Limoges/Bellegarde,LFBL,LIG
LFBN,medium_airport,Niort - Marais Poitevin Airport,46.313477,-0.394529,203,FR,Niort/Souché,LFBN,NIT
LFBO,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,FR,Toulouse/Blagnac,LFBO,TLS
LFBP,medium_airport,Pau Pyrénées Airport,43.380001,-0.418611,616,FR,Pau/Pyrénées (Uzein),LFBP,PUF
LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.178699,-0.006439,1260,FR,Tarbes/Lourdes/Pyrénées,LFBT,LDE
LFBU,medium_airport,Angoulême Brie-Champniers airport,45.729198,0.221456,436,FR,Angoulême,LFBU,ANG
LFBX,medium_airport,Périgueux-Bassillac Airport,45.198101,0.815556,328,FR,Périgueux/Bassillac,LFBX,PGX
LFBZ,medium_airport,Biarritz Pays Basque airport,43.468372,-1.523223,245,FR,Biarritz,LFBZ,BIQ
LFCC,medium_airport,Cahors Lalbenque airport,44.351398,1.47528,912,FR,Cahors,LFCC,ZAO
LFCI,medium_airport,Albi Le Sequestre airport,43.913898,2.11306,564,FR,Albi,LFCI,LBI
LFCK,medium_airport,Castres Mazamet Airport,43.556301,2.28918,788,FR,Castres,LFCK,DCM
LFCQ,small_airport,Aérodrome de Graulhet-Montdragon,43.771099,2.01083,581,FR,Graulhet/Montdragon,LFCQ,
LFCR,medium_airport,Rodez–Aveyron Airport,44.407902,2.48267,1910,FR,Rodez/Marcillac,LFCR,RDZ
LFCX,small_airport,Aérodrome de Castelsarrasin Moissac,44.086423,1.127191,243,FR,Moissac,LFCX,
LFCY,medium_airport,Royan-Médis Airport,45.628101,-0.9725,72,FR,Royan/Médis,LFCY,RYN
LFCZ,small_airport,Aérodrome de Mimizan,44.145928,-1.16432,164,FR,Mimizan,LFCZ,
LFDB,small_airport,Aérodrome Morin - Védrines,44.0257,1.37804,351,FR,Montauban,LFDB,
LFDG,small_airport,Aérodrome de Gaillac - Lisle-sur-Tarn,43.8839,1.87556,446,FR,Gaillac,LFDG,
LFDH,medium_airport,Auch Gers Airfield,43.683606,0.599747,411,FR,Auch,LFDH,
LFDN,medium_airport,Rochefort-Saint-Agnant (BA 721) Airport,45.887798,-0.983056,60,FR,Rochefort/Saint-Agnant,LFDN,RCO
LFEA,small_airport,Aérodrome de Belle Île,47.325256,-3.201255,171,FR,Bangor,LFEA,BIC
LFEB,small_airport,Dinan-Trélivan Airfield,48.443351,-2.103142,394,FR,"Trélivan, Côtes-d'Armor",LFEB,
LFEC,small_airport,Ouessant Airport,48.4632,-5.06358,142,FR,Ushant,LFEC,OUI
LFED,small_airport,Pontivy Airfield,48.05674,-2.920818,407,FR,Pontivy,LFED,
LFEF,small_airport,Amboise Dierre Airfield,47.339771,0.945861,180,FR,"Dierre, Indre-et-Loire",LFEF,
LFEG,small_airport,Argenton-sur-Creuse Airfield,46.59626,1.601572,663,FR,"Le Pêchereau, Indre",LFEG,
LFEU,small_airport,Bar-le-Duc Airfield,48.867519,5.185068,909,FR,Les Hauts-de-Chée,LFEU,
LFEY,small_airport,Île d'Yeu Airport,46.717641,-2.392544,79,FR,Île d'Yeu,LFEY,IDY
LFFO,small_airport,Beauvoir Fromentine Airfield,46.890422,-2.088475,10,FR,Fromentine,LFFO,
LFGA,medium_airport,Colmar Houssen airport,48.109901,7.35901,628,FR,Colmar,LFGA,CMR
LFGJ,medium_airport,Dole Tavaux Airport,47.038955,5.427589,645,FR,Dole,LFGJ,DLE
LFHH,small_airport,Vienne Reventin Airfield,45.462434,4.828147,719,FR,"Reventin-Vaugris, Isère",LFHH,
LFHM,small_airport,Megève Altiport,45.823005,6.649406,4823,FR,Megève,LFHM,MVV
LFHO,medium_airport,Aubenas-South Ardèche Airport,44.544367,4.372194,923,FR,"Lanas, Ardèche",LFHO,OBS
LFHP,small_airport,Le Puy-Loudes Airfield,45.0807,3.76289,2731,FR,"Chaspuzac, Haute-Loire",LFHP,LPY
LFHS,small_airport,Bourg-Ceyzériat Airfield,46.200901,5.29203,857,FR,Bourg/Ceyzériat,LFHS,
LFHU,small_airport,L'Alpe d'Huez - Henri Giraud Altiport,45.087399,6.083604,6102,FR,"Huez, Isère",LFHU,AHZ
LFHV,small_airport,Villefranche-Tarare Airfield,45.918314,4.635184,1076,FR,"Frontenas, Rhône",LFHV,
LFHY,small_airport,Moulins-Montbeugny Airfield,46.534599,3.42372,915,FR,Toulon-sur-Allier,LFHY,
LFJL,medium_airport,Metz-Nancy-Lorraine Airport,48.982101,6.25132,870,FR,Goin,LFJL,ETZ
LFJR,medium_airport,Angers Marcé airport,47.560299,-0.312222,194,FR,Angers,LFJR,ANE
LFKB,large_airport,Bastia-Poretta International airport,42.5527,9.48373,26,FR,Bastia,LFKB,BIA
LFKC,medium_airport,Calvi Sainte Catherine Airport,42.530422,8.792984,209,FR,Calvi,LFKC,CLY
LFKF,large_airport,Figari Sud-Corse Airport,41.50185,9.097092,85,FR,Figari,LFKF,FSC
LFKG,small_airport,Aérodrome de Ghisonaccia - Alzitone,42.053387,9.400241,177,FR,GHISONACCIA,LFKG,
LFKJ,medium_airport,Ajaccio Napoléon Bonaparte airport,41.923599,8.80292,18,FR,Ajaccio,LFKJ,AJA
LFKO,small_airport,Propriano Airport,41.660599,8.88975,13,FR,Propriano,LFKO,PRP
LFKS,medium_airport,Solenzara (BA 126) Air Base,41.9244,9.406,28,FR,Solenzara,LFKS,SOZ
LFKX,small_airport,Méribel Altiport,45.407505,6.577597,5636,FR,Les Allues,LFKX,MFX
LFLA,medium_airport,Auxerre Branches airport,47.850201,3.49711,523,FR,Auxerre,LFLA,AUF
LFLB,medium_airport,Chambéry Aix les Bains airport,45.6381,5.88023,779,FR,Chambéry,LFLB,CMF
LFLC,large_airport,Clermont-Ferrand Auvergne airport,45.786701,3.16917,1090,FR,Clermont-Ferrand,LFLC,CFE
LFLD,medium_airport,Bourges airport,47.060158,2.369633,529,FR,Bourges,LFLD,BOU
LFLE,small_airport,Chambéry Challes-les-Eaux Airfield,45.5611,5.97576,973,FR,Barby,LFLE,
LFLG,small_airport,Grenoble Le Versoud Airfield,45.218047,5.848317,722,FR,"Le Versoud, Isère",LFLG,
LFLH,small_airport,Chalon Champforgeuil Airfield,46.825813,4.817646,623,FR,Châlon sur Saône,LFLH,
LFLJ,small_airport,Courchevel Altiport,45.397531,6.63498,6583,FR,Saint-Bon,LFLJ,CVF
LFLL,large_airport,Lyon Saint-Exupéry Airport,45.725996,5.090139,821,FR,"Colombier-Saugnieu, Rhône",LFLL,LYS
LFLN,medium_airport,Saint-Yan Airport,46.414019,4.014177,796,FR,"L'Hôpital-le-Mercier, Saône-et-Loire",LFLN,SYT
LFLO,medium_airport,Roanne-Renaison Airport,46.053818,3.999023,1106,FR,Saint-Léger-sur-Roanne,LFLO,RNE
LFLP,medium_airport,Annecy Meythet airport,45.928947,6.0987,1521,FR,Annecy,LFLP,NCY
LFLS,medium_airport,Grenoble Alpes Isère Airport,45.3629,5.32937,1302,FR,Grenoble,LFLS,GNB
LFLU,medium_airport,Valence-Chabeuil Airport,44.9216,4.9699,525,FR,"Chabeuil, Drôme",LFLU,VAF
LFLV,medium_airport,Vichy-Charmeil Airport,46.16969,3.403637,817,FR,"Charmeil, Allier",LFLV,VHY
